,año,equiponac,jugador,club
5297,2001,Peru,Oscar Ibáñez,Universitario
5298,2001,Peru,Santiago Salazar,Trabzonspor
5299,2001,Peru,Juan Pajuelo,Los Andes
5300,2001,Peru,Ernesto Arakaki,Alianza Lima
5301,2001,Peru,J. F.  Hernández,Alianza Lima
5302,2001,Peru,Walter Vílchez,Unión Minas Volcan
5303,2001,Peru,Jean Ferrari,Cienciano
5304,2001,Peru,Miguel Rebosio,Saragosse
5305,2001,Peru,Jorge Huamán,Sp. Cristal
5306,2001,Peru,Nolberto Solano,Newcastle
5307,2001,Peru,Martín Hidalgo,Sp. Cristal
5308,2001,Peru,José Pereda,Boca Juniors
5309,2001,Peru,Julio Edson Uribe,Maldonado
5310,2001,Peru,José Del Solar,Universitario
5311,2001,Peru,Walter Zeballos,Melgar
5312,2001,Peru,Juan José Jayo,Celta
5313,2001,Peru,Marco Ciurlizza,Alianza Lima
5314,2001,Peru,L. A.  Hernández,Alianza Lima
5315,2001,Peru,Percy Olivares,Pana
5316,2001,Peru,Gustavo Tempone,Sport Boys
5317,2001,Peru,José Soto,Alianza Lima
5318,2001,Peru,Frank Palomino,Cienciano
5319,2001,Peru,Darío Muchotrigo,Ionikos
5320,2001,Peru,Piero Alva,Sp. Cristal
5321,2001,Peru,Jorge Soto,Sp. Cristal
5322,2001,Peru,Roberto Palacios,Estudiantes
5323,2001,Peru,Abel Lobatón,Universitario
5324,2001,Peru,Claudio Pizarro,Werder
5325,2001,Peru,Roberto Silva,Sp. Cristal
5326,2001,Peru,Pedro Ascoy,Juan Aurich
5327,2001,Peru,Flavio Maestri,Univ. de Chile
5328,2001,Peru,Pedro García,AA Sullana
5329,2001,Peru,J. E.  Ramirez,Deportivo Wanka
5330,2001,Peru,Andrés Mendoza,FC Bruges
5331,2001,Peru,German Carty,Estudiantes
5332,2001,Peru,Roberto Holsen,Alianza Lima
5333,2003,Peru,Oscar Ibáñez,Cienciano
5334,2003,Peru,Leao Butrón,AA Sullana
5335,2003,Peru,Erick Delgado,Sp. Cristal
5336,2003,Peru,Juan Pajuelo,Universitario
5337,2003,Peru,Luis Manuel Marengo,Bolognesi
5338,2003,Peru,Miguel Villalta,Sp. Cristal
5339,2003,Peru,Alberto Rodriguez,Sp. Cristal
5340,2003,Peru,John Galliquio,Racing Club
5341,2003,Peru,Jorge Araujo,AA Sullana
5342,2003,Peru,Miguel Rebosio,Saragosse
5343,2003,Peru,Guillermo Salas,Alianza Lima
5344,2003,Peru,Alessandro Morán,Cienciano
5345,2003,Peru,Nolberto Solano,Newcastle
5346,2003,Peru,Omar Zegarra,Sp. Cristal
5347,2003,Peru,Paolo De La Haza,Sport Boys
5348,2003,Peru,José Moisela,Sp. Cristal
5349,2003,Peru,Martín Hidalgo,Saturn
5350,2003,Peru,Martín Vásquez,Sp. Cristal
5351,2003,Peru,César Ccahuantico,Cienciano
5352,2003,Peru,Carlos Zegarra,Sp. Cristal
5353,2003,Peru,Gregorio Bernales,Sp. Cristal
5354,2003,Peru,Marco Ciurlizza,Alianza Lima
5355,2003,Peru,Juan José Jayo,Alianza Lima
5356,2003,Peru,L. A.  Hernández,Bolognesi
5357,2003,Peru,Marco Ruiz,Bolognesi
5358,2003,Peru,José Corcuera,Sport Boys
5359,2003,Peru,Henry Quinteros,Sp. Cristal
5360,2003,Peru,Rinaldo Cruzado,Alianza Lima
5361,2003,Peru,Fernando Del Solar,Universitario
5362,2003,Peru,José Soto,Alianza Lima
5363,2003,Peru,Alfredo Carmona,Sport Boys
5364,2003,Peru,César Casas,Universitario
5365,2003,Peru,Juan Elías Cominges,Universitario
5366,2003,Peru,Julio García,Cienciano
5367,2003,Peru,Aldo Olcese,Alianza Lima
5368,2003,Peru,Jorge Soto,San Luis
5369,2003,Peru,Johan Sotil,Universitario
5370,2003,Peru,Roberto Palacios,Atlas
5371,2003,Peru,Miguel Mostto,Bolognesi
5372,2003,Peru,Antonio Serrano,Alianza Lima
5373,2003,Peru,Claudio Pizarro,Bayern
5374,2003,Peru,Roberto Silva,San Luis
5375,2003,Peru,Ysrael Zúñiga,Universitario
5376,2003,Peru,Carlos Orejuela,Sport Boys
5377,2003,Peru,Jefferson Farfán,Alianza Lima
5378,2003,Peru,Roberto Holsen,Cienciano
5379,2003,Peru,Andrés Mendoza,FC Bruges
5380,2003,Peru,Flavio Maestri,Sp. Cristal
5381,2004,Peru,Oscar Ibáñez,Cienciano
5382,2004,Peru,Leao Butrón,Alianza Lima
5383,2004,Peru,Miguel Villalta,Sp. Cristal
5384,2004,Peru,Alberto Rodriguez,Sp. Cristal
5385,2004,Peru,Walter Vílchez,Alianza Lima
5386,2004,Peru,John Galliquio,Racing Club
5387,2004,Peru,Santiago Acasiete,Cienciano
5388,2004,Peru,Miguel Rebosio,Saragosse
5389,2004,Peru,Guillermo Salas,Alianza Lima
5390,2004,Peru,Nolberto Solano,Aston Villa
5391,2004,Peru,Martín Hidalgo,Alianza Lima
5392,2004,Peru,Juan Vargas,Universitario
5393,2004,Peru,Marco Ciurlizza,Alianza Lima
5394,2004,Peru,Juan Carlos La Rosa,Cienciano
5395,2004,Peru,Carlos Zegarra,Sp. Cristal
5396,2004,Peru,Juan José Jayo,Alianza Lima
5397,2004,Peru,Henry Quinteros,Sp. Cristal
5398,2004,Peru,Juan Elías Cominges,Sp. Cristal
5399,2004,Peru,Julio García,Cienciano
5400,2004,Peru,Jorge Soto,Sp. Cristal
5401,2004,Peru,Aldo Olcese,Alianza Lima
5402,2004,Peru,Roberto Palacios,Morelia
5403,2004,Peru,Roberto Silva,Alianza Lima
5404,2004,Peru,Claudio Pizarro,Bayern
5405,2004,Peru,Carlos Orejuela,Sp. Cristal
5406,2004,Peru,Ysrael Zúñiga,Universitario
5407,2004,Peru,Paolo Guerrero,Bayern
5408,2004,Peru,Jefferson Farfán,Alianza Lima
5409,2004,Peru,William Chiroque,AA Sullana
5410,2004,Peru,Pedro García,AA Sullana
5411,2004,Peru,Andrés Mendoza,FC Bruges
5412,2004,Peru,Flavio Maestri,Alianza Lima
5413,2004,Peru,German Carty,Cienciano
5414,2005,Peru,Juan Flores,Universitario
5415,2005,Peru,Oscar Ibáñez,Cienciano
5416,2005,Peru,Erick Delgado,Sp. Cristal
5417,2005,Peru,Leao Butrón,Alianza Lima
5418,2005,Peru,Miguel Villalta,Sp. Cristal
5419,2005,Peru,Luis Guadalupe,Universitario
5420,2005,Peru,Alberto Rodriguez,Sp. Cristal
5421,2005,Peru,Walter Vílchez,Olimpo
5422,2005,Peru,John Galliquio,U. San Martin
5423,2005,Peru,Santiago Acasiete,Almería
5424,2005,Peru,Miguel Rebosio,Almería
5425,2005,Peru,Guillermo Salas,Alianza Lima
5426,2005,Peru,Nolberto Solano,Aston Villa
5427,2005,Peru,Martín Tenemás,IDUNSA
5428,2005,Peru,Jorge Huamán,U. San Martin
5429,2005,Peru,Paolo De La Haza,Cienciano
5430,2005,Peru,Giuliano Portilla,Cienciano
5431,2005,Peru,L. D.  Hernández,Universitario
5432,2005,Peru,Martín Hidalgo,Libertad
5433,2005,Peru,Juan Vargas,Colon
5434,2005,Peru,Juan Carlos La Rosa,Cienciano
5435,2005,Peru,Marco Ciurlizza,Alianza Lima
5436,2005,Peru,Miguel Cevasco,Universitario
5437,2005,Peru,Rainer Torres,Sp. Cristal
5438,2005,Peru,Edwin Pérez,U. San Martin
5439,2005,Peru,Juan José Jayo,Alianza Lima
5440,2005,Peru,Carlos Zegarra,Sp. Cristal
5441,2005,Peru,Juan Bazalar,Cienciano
5442,2005,Peru,José Mendoza,Universitario
5443,2005,Peru,Carlos Lobatón,Cienciano
5444,2005,Peru,Luis Ramírez,Bolognesi
5445,2005,Peru,Julio García,Cienciano
5446,2005,Peru,Juan Elías Cominges,Colon
5447,2005,Peru,Aldo Olcese,Alianza Lima
5448,2005,Peru,Hilden Salas,Melgar
5449,2005,Peru,Jorge Soto,Sp. Cristal
5450,2005,Peru,C. E.  Ismodes,U. San Martin
5451,2005,Peru,Piero Alva,Universitario
5452,2005,Peru,Roberto Palacios,LDU Quito
5453,2005,Peru,Gustavo Vasallo,Sport Boys
5454,2005,Peru,Claudio Pizarro,Bayern
5455,2005,Peru,Miguel Mostto,Cienciano
5456,2005,Peru,Hernán Rengifo,U. San Martin
5457,2005,Peru,Paolo Guerrero,Bayern
5458,2005,Peru,Jefferson Farfán,PSV
5459,2005,Peru,Juniors Ross,Bolognesi
5460,2005,Peru,William Chiroque,AA Sullana
5461,2005,Peru,Andrés Mendoza,Metallurg D.
5462,2006,Peru,Leao Butrón,U. San Martin
5463,2006,Peru,Diego Penny,Bolognesi
5464,2006,Peru,Miguel Villalta,Cienciano
5465,2006,Peru,Santiago Salazar,Alianza Lima
5466,2006,Peru,Walter Vílchez,Sp. Cristal
5467,2006,Peru,Alberto Rodriguez,Sp. Cristal
5468,2006,Peru,John Galliquio,U. San Martin
5469,2006,Peru,Amilton Prado,Sp. Cristal
5470,2006,Peru,Wenceslao Fernández,U. San Martin
5471,2006,Peru,Martín Hidalgo,Internacional
5472,2006,Peru,Manuel Corrales,Alianza Lima
5473,2006,Peru,Juan Vargas,Catania
5474,2006,Peru,Miguel Cevasco,Universitario
5475,2006,Peru,Rainer Torres,Sp. Cristal
5476,2006,Peru,Carlos Zegarra,PAOK
5477,2006,Peru,Erick Torres,José Galvez
5478,2006,Peru,L. A.  Hernández,Bolognesi
5479,2006,Peru,Henry Quinteros,Lech Poznan
5480,2006,Peru,Rinaldo Cruzado,Alianza Lima
5481,2006,Peru,Fernando Del Solar,U. San Martin
5482,2006,Peru,Juan Elías Cominges,Estudiantes LP
5483,2006,Peru,Aldo Olcese,Alianza Lima
5484,2006,Peru,Piero Alva,Universitario
5485,2006,Peru,Miguel Torres,Cienciano
5486,2006,Peru,Roberto Palacios,LDU Quito
5487,2006,Peru,Alexander Sánchez,José Galvez
5488,2006,Peru,Juan Carlos Mariño,Cienciano
5489,2006,Peru,Junior Viza,Alianza Lima
5490,2006,Peru,Miguel Mostto,Cienciano
5491,2006,Peru,Claudio Pizarro,Bayern
5492,2006,Peru,Gustavo Vasallo,Sp. Cristal
5493,2006,Peru,Wilmer Aguirre,Alianza Lima
5494,2006,Peru,Roberto Jiménez,AA Sullana
5495,2006,Peru,Paolo Guerrero,HSV
5496,2006,Peru,Jefferson Farfán,PSV
5497,2006,Peru,Juniors Ross,Cienciano
5498,2006,Peru,Pedro García,U. San Martin
5499,2007,Peru,Juan Flores,Cienciano
5500,2007,Peru,George Forsyth,Alianza Lima
5501,2007,Peru,Diego Penny,Bolognesi
5502,2007,Peru,Leao Butrón,U. San Martin
5503,2007,Peru,José Carvallo,Universitario
5504,2007,Peru,Ernesto Arakaki,Alianza Lima
5505,2007,Peru,Carlos Solís,Cienciano
5506,2007,Peru,Ismael Alvarado,Alianza Lima
5507,2007,Peru,Miguel Villalta,Sp. Cristal
5508,2007,Peru,Alberto Rodriguez,Braga
5509,2007,Peru,Walter Vílchez,Cruz Azul
5510,2007,Peru,John Galliquio,Universitario
5511,2007,Peru,Santiago Acasiete,Almería
5512,2007,Peru,Edgar Villamarín,Cienciano
5513,2007,Peru,Guillermo Salas,Alianza Lima
5514,2007,Peru,Wenceslao Fernández,U. San Martin
5515,2007,Peru,Nolberto Solano,West Ham
5516,2007,Peru,Amilton Prado,Sp. Cristal
5517,2007,Peru,Paolo De La Haza,Cienciano
5518,2007,Peru,Jhoel Herrera,Alianza Lima
5519,2007,Peru,Martín Hidalgo,Internacional
5520,2007,Peru,Mario Gómez,Sport Boys
5521,2007,Peru,Juan Vargas,Catania
5522,2007,Peru,Jair Céspedes,Sport Boys
5523,2007,Peru,Juan José Jayo,Alianza Lima
5524,2007,Peru,Rainer Torres,Sp. Cristal
5525,2007,Peru,Juan Bazalar,Cienciano
5526,2007,Peru,Henry Quinteros,Lech Poznan
5527,2007,Peru,Rinaldo Cruzado,Grasshops
5528,2007,Peru,Carlos Lobatón,Sp. Cristal
5529,2007,Peru,Julio García,Cienciano
5530,2007,Peru,Damián Ismodes,Sp. Cristal
5531,2007,Peru,Roberto Palacios,Sp. Cristal
5532,2007,Peru,Alexander Sánchez,Alianza Lima
5533,2007,Peru,Juan Carlos Mariño,Cienciano
5534,2007,Peru,Miguel Mostto,Cienciano
5535,2007,Peru,Claudio Pizarro,Bayern
5536,2007,Peru,Paolo Guerrero,HSV
5537,2007,Peru,Gonzales-Vigil,Universitario
5538,2007,Peru,Roberto Jiménez,San Lorenzo
5539,2007,Peru,Gianfranco Labarthe,Sport Boys
5540,2007,Peru,Ysrael Zúñiga,Melgar
5541,2007,Peru,Wilmer Aguirre,Metz
5542,2007,Peru,Hernán Rengifo,U. San Martin
5543,2007,Peru,Jefferson Farfán,PSV
5544,2007,Peru,William Chiroque,Cienciano
5545,2007,Peru,Pedro García,U. San Martin
5546,2007,Peru,Johan Fano,Universitario
5547,2007,Peru,Andrés Mendoza,Metallurg D.
5548,2007,Peru,Flavio Maestri,Alianza Lima
5549,2008,Peru,George Forsyth,Atalanta
5550,2008,Peru,Leao Butrón,U. San Martin
5551,2008,Peru,Raúl Fernández,Universitario
5552,2008,Peru,Ernesto Arakaki,Alianza Lima
5553,2008,Peru,Miguel Villalta,Sp. Cristal
5554,2008,Peru,Alberto Rodriguez,Braga
5555,2008,Peru,Orlando Contreras,U. San Martin
5556,2008,Peru,Walter Vílchez,Puebla
5557,2008,Peru,Carlos Zambrano,Schalke 04
5558,2008,Peru,Guillermo Salas,U. San Martin
5559,2008,Peru,Amilton Prado,Sp. Cristal
5560,2008,Peru,Nolberto Solano,libre
5561,2008,Peru,Paolo De La Haza,Chornomorets
5562,2008,Peru,Roberto Guizasola,Cienciano
5563,2008,Peru,Martín Hidalgo,Grêmio
5564,2008,Peru,Juan Vargas,Catania
5565,2008,Peru,Rainer Torres,Universitario
5566,2008,Peru,Marco Ciurlizza,Alianza Lima
5567,2008,Peru,Miguel Cevasco,Universitario
5568,2008,Peru,Juan José Jayo,Alianza Lima
5569,2008,Peru,Juan Carlos La Rosa,Alianza Lima
5570,2008,Peru,L. A.  Hernández,UCV
5571,2008,Peru,Henry Quinteros,Alianza Lima
5572,2008,Peru,Sidney Faiffer,Alianza Lima
5573,2008,Peru,Rinaldo Cruzado,Grasshops
5574,2008,Peru,Miguel Torres,Universitario
5575,2008,Peru,Johann Vásquez,Bolognesi
5576,2008,Peru,Juan Elías Cominges,Caracas
5577,2008,Peru,Piero Alva,Cienciano
5578,2008,Peru,Donny Neyra,Universitario
5579,2008,Peru,Juan Carlos Mariño,Hércules
5580,2008,Peru,Gonzales-Vigil,Bolognesi
5581,2008,Peru,Roberto Jiménez,Universitario
5582,2008,Peru,Hernán Rengifo,Lech Poznan
5583,2008,Peru,Wilmer Aguirre,Alianza Lima
5584,2008,Peru,Paolo Guerrero,HSV
5585,2008,Peru,Daniel Chavez,FC Bruges
5586,2008,Peru,Reimond Manco,Alianza Lima
5587,2008,Peru,Juniors Ross,Bolognesi
5588,2008,Peru,Johan Fano,Once Caldas
5589,2008,Peru,Pedro García,U. San Martin
5590,2009,Peru,Leao Butrón,U. San Martin
5591,2009,Peru,Manuel Heredia,Sp. Cristal
5592,2009,Peru,Raúl Fernández,Universitario
5593,2009,Peru,Christian Ramos,U. San Martin
5594,2009,Peru,Kerwin Peixoto,AA Sullana
5595,2009,Peru,Alberto Rodriguez,Braga
5596,2009,Peru,Orlando Contreras,Alianza Lima
5597,2009,Peru,Renzo Revoredo,Universitario
5598,2009,Peru,Walter Vílchez,Puebla
5599,2009,Peru,John Galliquio,Universitario
5600,2009,Peru,Carlos Zambrano,Schalke 04
5601,2009,Peru,Edgar Villamarín,Universitario
5602,2009,Peru,Nolberto Solano,Universitario
5603,2009,Peru,Wenceslao Fernández,Sp. Cristal
5604,2009,Peru,Amilton Prado,Sp. Cristal
5605,2009,Peru,Aldo Corzo,Alianza Lima
5606,2009,Peru,Paolo De La Haza,Alianza Lima
5607,2009,Peru,Juan Barros,Bolognesi
5608,2009,Peru,Luis Trujillo,Alianza Lima
5609,2009,Peru,Juan Vargas,Fiorentina
5610,2009,Peru,Carlos Fernández,U. San Martin
5611,2009,Peru,Rainer Torres,Universitario
5612,2009,Peru,Marco Ciurlizza,Alianza Lima
5613,2009,Peru,Juan Carlos La Rosa,Juan Aurich
5614,2009,Peru,Josepmir Ballón,U. San Martin
5615,2009,Peru,Henry Quinteros,Alianza Lima
5616,2009,Peru,Luis Ramírez,Libertad
5617,2009,Peru,Miguel Torres,Universitario
5618,2009,Peru,Damián Ismodes,Sp. Cristal
5619,2009,Peru,Piero Alva,Universitario
5620,2009,Peru,Roberto Palacios,Sp. Cristal
5621,2009,Peru,Daniel Sánchez,Sp. Cristal
5622,2009,Peru,Roberto Merino,Salernitana
5623,2009,Peru,Marcio Valverde,AA Sullana
5624,2009,Peru,Alexander Sánchez,Alianza Lima
5625,2009,Peru,Joel Sánchez,Total Chalaco
5626,2009,Peru,Juan Carlos Mariño,Atl. Nacional
5627,2009,Peru,Hernán Rengifo,Lech Poznan
5628,2009,Peru,Irven Avila,Huancayo
5629,2009,Peru,Paolo Guerrero,HSV
5630,2009,Peru,Ronald Quinteros,U. San Martin
5631,2009,Peru,Daniel Chavez,FC Bruges
5632,2009,Peru,Johan Fano,Once Caldas
5633,2009,Peru,Pedro García,U. San Martin
5634,2010,Peru,Raúl Fernández,Universitario
5635,2010,Peru,Erick Delgado,Sp. Cristal
5636,2010,Peru,Salomon Libman,Alianza Lima
5637,2010,Peru,Christian Ramos,U. San Martin
5638,2010,Peru,Santiago Acasiete,Almería
5639,2010,Peru,John Galliquio,Universitario
5640,2010,Peru,Walter Vílchez,Alianza Lima
5641,2010,Peru,Adán Balbín,U. San Martin
5642,2010,Peru,Carlos Zambrano,St. Pauli
5643,2010,Peru,Luis Advíncula,Sp. Cristal
5644,2010,Peru,Paolo De La Haza,Alianza Lima
5645,2010,Peru,Willy Rivas,Juan Aurich
5646,2010,Peru,Roberto Guizasola,Rosario
5647,2010,Peru,Luis Trujillo,Alianza Lima
5648,2010,Peru,Jesús Rabanal,Universitario
5649,2010,Peru,Juan Vargas,Fiorentina
5650,2010,Peru,Rainer Torres,Universitario
5651,2010,Peru,Josepmir Ballón,River Plate
5652,2010,Peru,Antonio Gonzales,Universitario
5653,2010,Peru,Jean Tragodara,Alianza Lima
5654,2010,Peru,Rinaldo Cruzado,Juan Aurich
5655,2010,Peru,Carlos Lobatón,Sp. Cristal
5656,2010,Peru,Luis Ramírez,Universitario
5657,2010,Peru,Renzo Sheput,La Equidad
5658,2010,Peru,J. C.  Fernández,SD Quito
5659,2010,Peru,Gonzales-Vigil,SD Quito
5660,2010,Peru,Hernán Rengifo,Omonia
5661,2010,Peru,Reimond Manco,Juan Aurich
5662,2010,Peru,Daniel Chavez,Westerlo
5663,2010,Peru,Jefferson Farfán,Schalke 04
5664,2010,Peru,Johan Fano,Atlante
5665,2011,Peru,Raúl Fernández,Niza
5666,2011,Peru,Salomon Libman,Alianza Lima
5667,2011,Peru,Erick Delgado,Sp. Cristal
5668,2011,Peru,Leao Butrón,U. San Martin
5669,2011,Peru,Santiago Acasiete,Almería
5670,2011,Peru,Gianfranco Espinoza,León
5671,2011,Peru,Christian Ramos,Alianza Lima
5672,2011,Peru,Adán Balbín,U. San Martin
5673,2011,Peru,Renzo Revoredo,Universitario
5674,2011,Peru,Alberto Rodriguez,Sporting
5675,2011,Peru,Walter Vílchez,Sp. Cristal
5676,2011,Peru,Orlando Contreras,U. San Martin
5677,2011,Peru,Luis Advíncula,Sp. Cristal
5678,2011,Peru,Roberto Guizasola,Juan Aurich
5679,2011,Peru,Giancarlo Carmona,San Lorenzo
5680,2011,Peru,Aldo Corzo,U. San Martin
5681,2011,Peru,Yoshimar Yotún,Sp. Cristal
5682,2011,Peru,Jesús Rabanal,Universitario
5683,2011,Peru,Juan Vargas,Fiorentina
5684,2011,Peru,Luis Trujillo,Alianza Lima
5685,2011,Peru,Josepmir Ballón,U. San Martin
5686,2011,Peru,Edwin Retamoso,Cienciano
5687,2011,Peru,Antonio Gonzales,Universitario
5688,2011,Peru,Jean Tragodara,Alianza Lima
5689,2011,Peru,Luis Ramírez,Corinthians
5690,2011,Peru,Rinaldo Cruzado,Juan Aurich
5691,2011,Peru,Carlos Lobatón,Sp. Cristal
5692,2011,Peru,Christian Cueva,U. San Martin
5693,2011,Peru,Paolo Hurtado,Alianza Lima
5694,2011,Peru,Juan Carlos Mariño,Cienciano
5695,2011,Peru,Michael Guevara,Sport Boys
5696,2011,Peru,Johan Sotil,Huancayo
5697,2011,Peru,Claudio Pizarro,Werder
5698,2011,Peru,Raúl Ruidíaz,Universitario
5699,2011,Peru,Paolo Guerrero,HSV
5700,2011,Peru,Wilmer Aguirre,San Luis
5701,2011,Peru,Víctor Rossel,UCV
5702,2011,Peru,Irven Avila,Huancayo
5703,2011,Peru,André Carrillo,Sporting
5704,2011,Peru,Jefferson Farfán,Schalke 04
5705,2011,Peru,William Chiroque,Juan Aurich
5706,2011,Peru,Johan Fano,Universitario
5707,2012,Peru,José Carvallo,Melgar
5708,2012,Peru,Salomon Libman,Alianza Lima
5709,2012,Peru,Raúl Fernández,Niza
5710,2012,Peru,Leao Butrón,U. San Martin
5711,2012,Peru,Diego Penny,Juan Aurich
5712,2012,Peru,Rafael Farfán,Huancayo
5713,2012,Peru,Christian Ramos,U. San Martin
5714,2012,Peru,Santiago Acasiete,Cienciano
5715,2012,Peru,Renzo Revoredo,Olimpia
5716,2012,Peru,Alberto Rodriguez,Rio Ave
5717,2012,Peru,John Galliquio,Universitario
5718,2012,Peru,Néstor Duarte,Universitario
5719,2012,Peru,Walter Vílchez,Sp. Cristal
5720,2012,Peru,José Cánova,Alianza Lima
5721,2012,Peru,Werner Schuler,Universitario
5722,2012,Peru,Carlos Zambrano,E Francfort
5723,2012,Peru,Jesús Alvarez,Sp. Cristal
5724,2012,Peru,Luis Advíncula,Sp. Cristal
5725,2012,Peru,Aldo Corzo,U. San Martin
5726,2012,Peru,Roberto Guizasola,Juan Aurich
5727,2012,Peru,Paolo De La Haza,UCV
5728,2012,Peru,Jaime Vásquez,U. Comercio
5729,2012,Peru,Jhoel Herrera,Real Garcilaso
5730,2012,Peru,Yoshimar Yotún,Sp. Cristal
5731,2012,Peru,Carlos Fernández,U. San Martin
5732,2012,Peru,Juan Vargas,Genoa
5733,2012,Peru,Alvaro Ampuero,Universitario
5734,2012,Peru,Jair Céspedes,U. San Martin
5735,2012,Peru,Carlos Zegarra,León
5736,2012,Peru,Alfredo Rojas,Juan Aurich
5737,2012,Peru,Juan Morales,UCV
5738,2012,Peru,Josepmir Ballón,U. San Martin
5739,2012,Peru,Edwin Retamoso,Cienciano
5740,2012,Peru,Antonio Gonzales,Universitario
5741,2012,Peru,Rinaldo Cruzado,Chievo
5742,2012,Peru,Luis Ramírez,Corinthians
5743,2012,Peru,Carlos Lobatón,Sp. Cristal
5744,2012,Peru,Juan Elías Cominges,Cienciano
5745,2012,Peru,Roberto Palacios,libre
5746,2012,Peru,Christian Cueva,U. San Martin
5747,2012,Peru,Paolo Hurtado,Paços
5748,2012,Peru,Juan Carlos Mariño,Sp. Cristal
5749,2012,Peru,Joel Sánchez,U. San Martin
5750,2012,Peru,Michael Guevara,U. San Martin
5751,2012,Peru,Renzo Sheput,Sp. Cristal
5752,2012,Peru,Claudio Pizarro,Bayern
5753,2012,Peru,Raúl Ruidíaz,Univ. de Chile
5754,2012,Peru,Irven Avila,Sp. Cristal
5755,2012,Peru,Paolo Guerrero,HSV
5756,2012,Peru,J. C.  Fernández,Alianza Lima
5757,2012,Peru,Osnar Noronha,Juan Aurich
5758,2012,Peru,Wilmer Aguirre,San Luis
5759,2012,Peru,Hernán Rengifo,Sp. Cristal
5760,2012,Peru,André Carrillo,Sporting
5761,2012,Peru,Ronald Quinteros,U. San Martin
5762,2012,Peru,Jhonny Vidales,Alianza Lima
5763,2012,Peru,Jefferson Farfán,Schalke 04
5764,2012,Peru,Daniel Chavez,U. Comercio
5765,2012,Peru,Juniors Ross,Sp. Cristal
5766,2012,Peru,William Chiroque,Juan Aurich
5767,2013,Peru,Raúl Fernández,FC Dallas
5768,2013,Peru,Diego Penny,Sp. Cristal
5769,2013,Peru,José Carvallo,Universitario
5770,2013,Peru,Santiago Acasiete,Cienciano
5771,2013,Peru,Christian Ramos,Juan Aurich
5772,2013,Peru,Alberto Rodriguez,Rio Ave
5773,2013,Peru,Gianmarco Gambetta,U. San Martin
5774,2013,Peru,Renzo Revoredo,Sp. Cristal
5775,2013,Peru,Orlando Contreras,UCV
5776,2013,Peru,Koichi Aparicio,Alianza Lima
5777,2013,Peru,Néstor Duarte,Universitario
5778,2013,Peru,Carlos Zambrano,E Francfort
5779,2013,Peru,Alexander Callens,Sanse
5780,2013,Peru,Jesús Alvarez,Sp. Cristal
5781,2013,Peru,Luis Advíncula,Hoffenheim
5782,2013,Peru,Roberto Guizasola,Juan Aurich
5783,2013,Peru,Jhoel Herrera,Real Garcilaso
5784,2013,Peru,Yoshimar Yotún,Vasco
5785,2013,Peru,Alvaro Ampuero,Parma
5786,2013,Peru,Jair Céspedes,Juan Aurich
5787,2013,Peru,Juan Vargas,Genoa
5788,2013,Peru,Josimar Vargas,Universitario
5789,2013,Peru,Paulo Albarracín,Alianza Lima
5790,2013,Peru,Josepmir Ballón,U. San Martin
5791,2013,Peru,Alfredo Rojas,Juan Aurich
5792,2013,Peru,Edwin Retamoso,Real Garcilaso
5793,2013,Peru,Christofer Gonzales,Universitario
5794,2013,Peru,Oscar Vílchez,Juan Aurich
5795,2013,Peru,Rinaldo Cruzado,Newell's
5796,2013,Peru,Luis Ramírez,Ponte Preta
5797,2013,Peru,Carlos Lobatón,Sp. Cristal
5798,2013,Peru,Cristian Benavente,Castilla
5799,2013,Peru,Yordy Reyna,Alianza Lima
5800,2013,Peru,Paolo Hurtado,Paços
5801,2013,Peru,Juan Carlos Mariño,Queretaro
5802,2013,Peru,Michael Guevara,Juan Aurich
5803,2013,Peru,Luis García,U. Comercio
5804,2013,Peru,Claudio Pizarro,Bayern
5805,2013,Peru,Raúl Ruidíaz,Universitario
5806,2013,Peru,Paolo Guerrero,Corinthians
5807,2013,Peru,Irven Avila,Sp. Cristal
5808,2013,Peru,André Carrillo,Sporting
5809,2013,Peru,Reimond Manco,UTC
5810,2013,Peru,Jefferson Farfán,Schalke 04
5811,2013,Peru,Daniel Chavez,UCV
5812,2013,Peru,Alexi Gómez,Universitario
5813,2013,Peru,Juniors Ross,Sp. Cristal
5814,2013,Peru,Edison Flores,Villarreal
5815,2014,Peru,Pedro Gallese,U. San Martin
5816,2014,Peru,George Forsyth,Alianza Lima
5817,2014,Peru,Raúl Fernández,FC Dallas
5818,2014,Peru,Christian Ramos,Juan Aurich
5819,2014,Peru,Pedro Paulo Requena,UCV
5820,2014,Peru,Koichi Aparicio,Alianza Lima
5821,2014,Peru,Alberto Rodriguez,Rio Ave
5822,2014,Peru,Hansell Riojas,Cienciano
5823,2014,Peru,Miguel Araujo,Alianza Lima
5824,2014,Peru,Gianmarco Gambetta,Argentinos
5825,2014,Peru,Carlos Ascues,U. San Martin
5826,2014,Peru,Carlos Zambrano,E Francfort
5827,2014,Peru,Alexander Callens,Sanse
5828,2014,Peru,Luis Advíncula,Sp. Cristal
5829,2014,Peru,Rodrigo Cuba,Juan Aurich
5830,2014,Peru,Yoshimar Yotún,Sp. Cristal
5831,2014,Peru,Juan Vargas,Fiorentina
5832,2014,Peru,Miguel Trauco,U. Comercio
5833,2014,Peru,Iván Santillán,Real Garcilaso
5834,2014,Peru,Benjamín Ubierna,U. San Martin
